firstName,gender,email,password,major,pref_1,pref_2,pref_3,summary
Mikayla,female,jasmine12@burns-anderson.org,30967594,Architecture,japanese,mediterranian,american,
Jessica,female,donnakennedy@morgan-shepherd.biz,22993071,Information Sciences,korean,ethiopian,russian,
Julie,female,linda18@sims.com,31260874,Management,indian,french,ethiopian,
Antonio,male,parkercole@duncan.net,54052905,English Language and Literature,japanese,ethiopian,indian,
Katie,female,xglenn@davis.com,17586207,Biomedical Sciences,spanish,chinese,french,
Chelsea,female,darrenmorrison@gmail.com,37031713,Foreign Languages,russian,japanese,ethiopian,
Elizabeth,female,thomashart@sanchez-butler.org,29517708,Psychology,mediterranian,ethiopian,spanish,
Hunter,male,velezdavid@olson.com,66115359,Journalism,american,spanish,russian,
Michael,male,willisolivia@hotmail.com,98168666,Information Sciences,mediterranian,korean,italian,
Jennifer,female,jessica93@yahoo.com,73489664,Performing Arts,mediterranian,japanese,chinese,
Andrew,male,kallen@yahoo.com,85613982,Marketing,american,indian,chinese,
Debbie,female,nathanbennett@hotmail.com,86684493,Foreign Languages,chinese,japanese,french,
Derrick,male,jensenloretta@gmail.com,22814932,Management,ethiopian,american,spanish,
Benjamin,male,christine15@yahoo.com,44929380,Marketing,thai,mexican,american,
Ricky,male,lmorgan@baker.com,85212220,Management,mexican,chinese,indian,
Karen,female,xmullen@hotmail.com,97105183,Ethnic,mediterranian,chinese,korean,
Jordan,female,lisastevens@boyer.com,79925147,Ethnic,chinese,ethiopian,japanese,
Lindsey,female,lgibbs@adams.com,61633281,Performing Arts,russian,american,italian,
Amy,female,pdaniel@wallace-huber.net,39227172,Information Sciences,italian,chinese,mediterranian,
Renee,female,alexanderdaniel@phillips.biz,54399325,Applied Sciences,indian,spanish,russian,
Joseph,male,wesleypatel@long.com,21342893,Marketing,american,thai,mediterranian,
Zachary,male,fgates@gmail.com,21432736,Architecture,american,korean,french,
Colin,male,dsmith@gmail.com,86672421,Ethnic,mexican,korean,spanish,
David,male,qbrown@gmail.com,47887594,Marketing,french,indian,mexican,
Michelle,female,joseph54@marquez.net,32237640,Architecture,italian,american,mexican,
Savannah,female,taylor94@austin-powell.org,63016497,Business,korean,mexican,ethiopian,
Kelly,female,sray@hotmail.com,62801448,Performing Arts,russian,mediterranian,indian,
Carrie,female,cameron60@collier.com,87436908,Journalism,russian,spanish,chinese,
Mary,female,brendapennington@yahoo.com,97875909,Journalism,spanish,ethiopian,mediterranian,
Grace,female,hubernathaniel@jimenez-jackson.info,13337876,Foreign Languages,indian,italian,chinese,
Susan,female,fullerdeborah@young.com,69047090,Foreign Languages,italian,american,ethiopian,
Andrew,male,colinsanders@owen-sanchez.com,93784420,Information Sciences,japanese,italian,russian,
Ana,female,rsherman@brown.com,92689650,Business,chinese,indian,korean,
Brandi,female,brandy71@gutierrez-alvarado.com,95677858,Marketing,japanese,mediterranian,american,
Henry,male,moorejonathan@mathis.com,53732080,Law Enforcement,chinese,indian,mexican,
Kathleen,female,ralph73@simpson-moore.com,90463589,Literatures,indian,thai,japanese,
Lisa,female,xbruce@nicholson-bishop.com,84084868,Foreign Languages,spanish,chinese,russian,
Samuel,male,reyeselizabeth@gmail.com,82566659,Psychology,mediterranian,chinese,russian,
Jennifer,female,benjaminharrell@reynolds.net,56149619,Biomedical Sciences,spanish,russian,french,
Caleb,male,urobbins@hart.com,88932755,Performing Arts,spanish,french,korean,
Jason,male,meyertyler@gmail.com,54901421,Ethnic,korean,ethiopian,indian,
Amanda,female,brittany05@gmail.com,85139851,Psychology,korean,indian,mediterranian,
Jerry,male,bethgarcia@hotmail.com,62258368,Foreign Languages,korean,american,mexican,
Vincent,male,byrdtracy@bartlett.info,78456886,Journalism,american,korean,thai,
Julia,female,cynthiawood@yahoo.com,92213771,Information Sciences,american,mediterranian,mexican,
Nicole,female,sanderssarah@yahoo.com,91120891,Journalism,thai,korean,spanish,
Gabriel,male,andrea38@hotmail.com,86022189,Psychology,russian,french,italian,
Samantha,female,zmelendez@gmail.com,43500246,Ethnic,russian,spanish,chinese,
Diane,female,joshua37@gmail.com,70413205,Ethnic,spanish,american,thai,
Leslie,female,kevinberry@jackson.com,90695832,Psychology,spanish,mexican,mediterranian,
Carolyn,female,devonhoffman@yahoo.com,32194583,Management,french,american,mediterranian,
Colin,male,rhondacontreras@watson.biz,61387877,Journalism,french,russian,chinese,
Anthony,male,espinozacindy@collins-gross.net,85320044,Literatures,russian,thai,spanish,
Peter,male,vmartin@flowers-carter.com,54723037,Cultural,spanish,russian,mexican,
Sarah,female,erintaylor@gmail.com,56039590,Business,japanese,mediterranian,american,
Jon,male,amy10@lane.com,74114522,Agriculture,french,spanish,italian,
Michael,male,george35@smith.com,32562877,Ethnic,american,chinese,spanish,
Kayla,female,vbarnes@schmidt.com,69872774,Business,korean,japanese,italian,
Holly,female,phillip44@hotmail.com,72547164,Biomedical Sciences,spanish,mediterranian,thai,
Joshua,male,sbutler@green.info,64526760,Performing Arts,korean,indian,spanish,
Ashley,female,uhouse@hotmail.com,66883815,Management,mediterranian,italian,mexican,
Kelsey,female,hamiltontimothy@gmail.com,94075486,Biomedical Sciences,mediterranian,spanish,ethiopian,
Latoya,female,marissa20@hotmail.com,18793139,Cultural,chinese,mediterranian,japanese,
Andrew,male,walltracey@anderson.com,44718807,Communications Technologies,russian,chinese,mexican,
Jessica,female,vnavarro@yahoo.com,16613877,Management,ethiopian,chinese,korean,
Lisa,female,daniel91@martin.biz,76726031,Ethnic,chinese,russian,mexican,
Kelly,female,danielgreen@cordova.biz,47168727,Communications Technologies,indian,korean,russian,
Daniel,male,glambert@flores.com,92648093,English Language and Literature,ethiopian,mediterranian,french,
Robert,male,tammy70@quinn.com,98615489,Marketing,korean,indian,russian,
Todd,male,plopez@cruz-waller.net,95427406,Information Sciences,american,indian,ethiopian,
Tracey,female,bhale@silva.com,58829097,Cultural,french,mexican,russian,
Olivia,female,jennifer24@wright-stewart.biz,42840633,English Language and Literature,indian,italian,thai,
Marco,male,hhouse@yahoo.com,69489043,Literatures,mediterranian,french,chinese,
Amy,female,vjenkins@yahoo.com,20878400,Management,ethiopian,chinese,indian,
Susan,female,mariajones@galloway.biz,95160335,Marketing,chinese,mediterranian,american,
Diana,female,cookthomas@garza.com,39312995,Architecture,mediterranian,indian,french,
Jo,female,christinatorres@gibson-cooley.com,87381788,Marketing,russian,chinese,mexican,
Jessica,female,alvaradoangela@pennington.com,89965590,English Language and Literature,chinese,italian,spanish,
Justin,male,hesteremily@watts-sanchez.biz,42305752,Biomedical Sciences,mexican,chinese,thai,
Robert,male,hannahturner@mcdaniel-orr.com,41410748,Performing Arts,ethiopian,italian,thai,
James,male,hullsusan@cobb-williams.biz,72642111,Cultural,japanese,french,mexican,
James,male,loganmiguel@harris-garcia.com,16992595,Cultural,french,spanish,italian,
Darius,male,youngandrew@smith-brown.com,58877317,Psychology,japanese,chinese,russian,
Kathryn,female,robert75@yahoo.com,22347643,Psychology,korean,italian,mediterranian,
Jennifer,female,wesleybaker@lyons-green.com,41996547,Biomedical Sciences,japanese,french,russian,
Melanie,female,ytanner@yahoo.com,39357433,Applied Sciences,russian,korean,italian,
Nichole,female,melissa05@ferguson-hughes.info,81279680,Literatures,ethiopian,japanese,italian,
Taylor,female,alyssaflowers@washington.com,75865683,Ethnic,mediterranian,indian,chinese,
Dale,male,fsmith@stone.net,98459033,Biomedical Sciences,american,spanish,russian,
Jennifer,female,danielle01@yahoo.com,39833447,Ethnic,american,french,mediterranian,
Matthew,male,gary96@gmail.com,77021273,Foreign Languages,italian,chinese,korean,
Steven,male,xhanna@gutierrez.biz,28254431,Psychology,japanese,mexican,american,
Nathaniel,male,chelsey85@hotmail.com,90288474,Agriculture,korean,italian,mexican,
Matthew,male,hillamber@yahoo.com,60778035,Information Sciences,spanish,russian,ethiopian,
Kathleen,female,cassandrafuller@mcpherson.org,42336146,Information Sciences,thai,korean,japanese,
Tara,female,nphillips@thompson-fuller.org,11623943,Law Enforcement,spanish,mediterranian,mexican,
William,male,paulajohnson@hart.net,65125336,Biomedical Sciences,french,spanish,indian,
Bonnie,female,ymurphy@jennings.com,59227682,Philosophy and Religious Studies,thai,japanese,mexican,
Melissa,female,stricklandjerome@boyd-baker.net,71807372,Management,italian,thai,russian,
Edward,male,alexis24@boyle-harrison.com,11637821,Agriculture,american,french,chinese,
Christopher,male,daniel89@tran.info,96062309,Marketing,russian,mexican,chinese,
Lauren,female,klong@campbell.com,46516519,English Language and Literature,french,thai,indian,
Stephanie,female,micheleryan@goodman.com,24354994,Agriculture,chinese,indian,ethiopian,
George,male,hannahmcdonald@baird-austin.com,23648549,Psychology,mediterranian,french,spanish,
Paul,male,djordan@miller.net,84464171,Agriculture,italian,indian,mediterranian,
Angel,male,patriciarodriguez@chapman.biz,13321453,Law Enforcement,french,mediterranian,mexican,
Joseph,male,georgekelly@yahoo.com,67996709,Architecture,american,russian,italian,
Scott,male,lindseywoodward@gmail.com,12310175,Information Sciences,indian,ethiopian,japanese,
Jimmy,male,ashley79@thompson.biz,19235261,Business,chinese,russian,indian,
Sarah,female,adam15@gmail.com,42341951,Biomedical Sciences,mexican,mediterranian,ethiopian,
Patrick,male,mathew40@smith-peck.com,48230077,Psychology,mexican,italian,thai,
Stacey,female,washingtonconnie@hotmail.com,36856597,Psychology,indian,chinese,russian,
Amanda,female,susan03@gmail.com,99999599,Journalism,mexican,indian,french,
Christine,female,christopher18@hotmail.com,20819434,Law Enforcement,italian,chinese,russian,
Jodi,female,martin82@spears.com,13737686,Law Enforcement,japanese,thai,mexican,
Sarah,female,bhammond@james.com,78956857,Communications Technologies,thai,japanese,indian,
Raymond,male,glennbrian@hotmail.com,74036175,Ethnic,french,spanish,russian,
Heather,female,ericmclaughlin@gmail.com,25768290,Ethnic,mediterranian,thai,french,
Jamie,female,peter79@bowen.com,31345387,Journalism,thai,japanese,mediterranian,
Michelle,female,rbarrett@boyle.com,65500020,Business,mexican,french,korean,
Cynthia,female,zwalters@lee.net,35906618,Marketing,indian,french,japanese,
Julia,female,fordjared@russell.com,30478256,Philosophy and Religious Studies,japanese,american,spanish,
Brittany,female,amber86@yahoo.com,11911461,Cultural,korean,american,japanese,
Timothy,male,waltonbelinda@gmail.com,71504005,Psychology,spanish,thai,korean,
Nancy,female,alexiscasey@bruce.com,27570538,Philosophy and Religious Studies,russian,indian,spanish,
Angela,female,elizabeth91@gmail.com,84761019,Architecture,ethiopian,mediterranian,spanish,
Courtney,female,aaron09@watson.com,86414582,Philosophy and Religious Studies,mediterranian,french,italian,
Ryan,male,ajones@garcia.biz,25135132,Psychology,korean,mediterranian,ethiopian,
Anthony,male,wtate@salinas-martinez.info,94794124,Agriculture,indian,ethiopian,thai,
Elizabeth,female,melliott@hotmail.com,28625538,Management,french,russian,spanish,
Daniel,male,karencollins@yahoo.com,37082593,Law Enforcement,spanish,french,japanese,
Jeffrey,male,sthomas@gmail.com,38129282,English Language and Literature,american,russian,thai,
Louis,male,millerjames@hudson.com,80965944,Journalism,mediterranian,french,russian,
Dustin,male,mathistammy@blevins.net,93371661,Foreign Languages,french,korean,japanese,
Lynn,female,masonwilliam@yahoo.com,37723213,Psychology,mediterranian,ethiopian,thai,
James,male,davisashley@hotmail.com,49885730,Foreign Languages,japanese,spanish,american,
Maria,female,cynthia59@hotmail.com,77934995,Communications Technologies,korean,thai,mexican,
Taylor,female,richardcampbell@hotmail.com,25270411,Ethnic,korean,american,thai,
Lori,female,lmiller@gmail.com,54887131,Cultural,korean,french,thai,
Natalie,female,xroach@yahoo.com,38896806,Philosophy and Religious Studies,korean,french,thai,
Matthew,male,jonathan03@burton-decker.net,69077073,Performing Arts,ethiopian,russian,chinese,
Ashley,female,daniel40@yahoo.com,45057638,Applied Sciences,mediterranian,thai,chinese,
Nicole,female,nicholas30@hotmail.com,94598255,Management,chinese,mexican,thai,
Jennifer,female,welchmarissa@lewis-oconnor.com,93824329,Marketing,american,indian,chinese,
Katherine,female,dixonkaren@gmail.com,97100539,Cultural,french,spanish,mexican,
Steven,male,uphillips@gmail.com,24485731,Marketing,korean,french,chinese,
Lori,female,samantha16@yahoo.com,30300679,Business,mexican,mediterranian,chinese,
Jordan,female,evansdonna@brown.com,52894063,Management,thai,mediterranian,ethiopian,
Katherine,female,paige01@yahoo.com,93423120,Literatures,japanese,russian,mexican,
Jennifer,female,imyers@gmail.com,68721465,Psychology,mediterranian,spanish,french,
Lynn,female,timothy98@gmail.com,57191025,Information Sciences,french,indian,russian,
Chris,male,reneecaldwell@yahoo.com,73261374,English Language and Literature,japanese,russian,italian,
Veronica,female,wayne32@martin.com,49910773,Agriculture,russian,mexican,japanese,
Robert,male,justin82@anderson-hart.com,99708878,Architecture,italian,mexican,ethiopian,
Scott,male,kristaandrews@hotmail.com,79603162,Law Enforcement,mexican,russian,indian,
Jason,male,smithnicholas@hotmail.com,48205183,Law Enforcement,italian,american,mediterranian,
Mark,male,conleyshawn@hotmail.com,29431338,Ethnic,mexican,spanish,chinese,
Olivia,female,victoriagardner@west-jones.com,52579170,Business,italian,indian,ethiopian,
April,female,carlsonchristopher@yahoo.com,39173103,Cultural,chinese,italian,mediterranian,
Aaron,male,toddsullivan@gmail.com,28381394,Marketing,mexican,thai,french,
Katrina,female,greernatasha@hotmail.com,69638039,Philosophy and Religious Studies,spanish,japanese,chinese,
Lynn,female,nguyenamber@smith.com,24618499,Information Sciences,american,mediterranian,mexican,
Linda,female,frank95@schwartz.com,67225278,Ethnic,mexican,italian,spanish,
Cody,male,critter@gmail.com,72578265,Foreign Languages,spanish,chinese,mexican,
Aaron,male,ronald00@jordan.com,44179469,Information Sciences,mediterranian,italian,spanish,
Stephen,male,michaelprice@yahoo.com,76942306,Foreign Languages,french,russian,japanese,
Alejandra,female,zkim@yahoo.com,16524536,Agriculture,american,spanish,japanese,
Laura,female,pattersonjon@young.com,25332238,Marketing,russian,spanish,ethiopian,
Kayla,female,brent72@yahoo.com,94272966,Applied Sciences,italian,mediterranian,ethiopian,
Elizabeth,female,christinajones@gmail.com,20063517,Applied Sciences,russian,ethiopian,korean,
Sarah,female,kristyadams@yahoo.com,10408803,Information Sciences,thai,japanese,mediterranian,
Jacob,male,amymanning@grant.net,44486666,Applied Sciences,mediterranian,ethiopian,french,
Mark,male,christopher70@clements.com,55334477,Agriculture,mediterranian,korean,mexican,
Lauren,female,pricechelsea@hotmail.com,39221711,Communications Technologies,thai,mediterranian,korean,
Lisa,female,brianvasquez@gmail.com,35929845,Biomedical Sciences,chinese,russian,japanese,
Christopher,male,matthew60@yahoo.com,58449598,Philosophy and Religious Studies,mexican,italian,japanese,
Katherine,female,jonpalmer@flores.net,45378271,Performing Arts,mexican,spanish,russian,
Amanda,female,danieltaylor@nielsen.com,35595475,Philosophy and Religious Studies,french,thai,ethiopian,
Christina,female,lauren23@murphy.com,44838039,Communications Technologies,mexican,thai,spanish,
Eric,male,michael75@hotmail.com,55029458,Agriculture,mediterranian,russian,ethiopian,
Connor,male,amy39@clarke.com,81140336,Business,italian,mexican,mediterranian,
Brendan,male,rachel51@jones.com,54337018,Cultural,mediterranian,japanese,spanish,
Tammy,female,william86@hotmail.com,43437796,Psychology,mediterranian,chinese,russian,
Michael,male,cspencer@yahoo.com,34044000,Agriculture,indian,american,japanese,
Emily,female,nicholas00@wilson.com,28802060,Cultural,mexican,thai,chinese,
Nicole,female,tammy35@gmail.com,94579342,Cultural,mexican,indian,french,
Sherry,female,johnstonmichael@jacobs-shelton.net,41032014,Marketing,indian,japanese,korean,
Isaac,male,vramirez@henderson-ortega.com,78776196,Applied Sciences,mexican,thai,mediterranian,
Anne,female,bonillatimothy@walsh-meyers.biz,78129930,Agriculture,thai,mexican,american,
Billy,male,ujackson@gmail.com,22282420,Foreign Languages,french,russian,mexican,
Gary,male,sarahhardin@gmail.com,77596010,Cultural,mediterranian,russian,italian,
Alexa,female,fergusonrichard@gmail.com,41455893,Ethnic,indian,mexican,ethiopian,
Nancy,female,wperez@gmail.com,44177722,Architecture,ethiopian,mexican,spanish,
Kelly,female,harrisontimothy@sanders.org,22442977,Journalism,mexican,indian,ethiopian,
Shirley,female,rchang@shah.com,90688664,Architecture,russian,italian,indian,
Tracy,female,eric41@johnson-james.info,39256576,Psychology,japanese,indian,thai,
Jessica,female,wbest@hotmail.com,22653555,English Language and Literature,french,russian,ethiopian,
Charles,male,gregg96@richmond-gonzalez.net,81309650,Management,japanese,american,mexican,
Joseph,male,staceysanders@yahoo.com,35467398,Architecture,chinese,french,american,
Jason,male,victoria27@hotmail.com,85435425,Information Sciences,american,japanese,mediterranian,
Michael,male,scottmiller@lyons.biz,84311659,Communications Technologies,spanish,russian,chinese,
Anthony,male,rmorrow@hotmail.com,12587161,Communications Technologies,ethiopian,french,spanish,
Alexander,male,johnathan21@norton.org,14402834,Agriculture,ethiopian,thai,russian,
Helen,female,jacquelineflynn@weiss.com,93794181,Architecture,italian,chinese,american,
Michael,male,wherman@yahoo.com,96332181,Journalism,ethiopian,american,french,
Catherine,female,sstanton@hill.info,91609437,Foreign Languages,italian,mediterranian,russian,
Patricia,female,pamela01@hotmail.com,98960082,Architecture,russian,mediterranian,korean,
Eric,male,qboyle@hotmail.com,61124781,English Language and Literature,mexican,thai,indian,
Kevin,male,adam70@hotmail.com,87623616,Architecture,mexican,french,chinese,
Sheila,female,kevin23@elliott.com,76249601,Information Sciences,ethiopian,french,japanese,
Robert,male,williamssarah@gmail.com,29106923,Agriculture,korean,mediterranian,french,
Sarah,female,jcervantes@jenkins.biz,82667810,Architecture,indian,mediterranian,french,
Ryan,male,ebradford@castro-giles.biz,54461677,Business,russian,ethiopian,french,
Sean,male,lphillips@gmail.com,33270774,English Language and Literature,french,thai,chinese,
Nicholas,male,hayesruth@west-williams.net,48249457,Business,italian,indian,chinese,
Brandon,male,drichardson@hotmail.com,43865731,Literatures,russian,spanish,korean,
Debra,female,rebecca76@hotmail.com,27591342,Foreign Languages,japanese,italian,french,
John,male,grossbobby@yahoo.com,82741791,Ethnic,thai,italian,indian,
Jenna,female,jasonstokes@king.com,40291771,Philosophy and Religious Studies,french,thai,spanish,
Belinda,female,wbishop@perez-obrien.com,28262281,Cultural,thai,korean,spanish,
Jennifer,female,annadavis@griffith-hodges.com,31701581,Business,russian,chinese,ethiopian,
Shannon,female,qmorales@gmail.com,70974038,Information Sciences,ethiopian,chinese,indian,
Derrick,male,rhodesdawn@yahoo.com,17647782,Agriculture,italian,thai,spanish,
Andrea,female,pearsonjennifer@haley.biz,11290567,Business,french,korean,russian,
Matthew,male,sheltonbonnie@smith.com,58873482,Management,italian,american,mexican,
James,male,moniquehowell@gmail.com,35318223,Ethnic,japanese,french,thai,
Mark,male,qwebb@gibbs.com,63746019,Law Enforcement,indian,mediterranian,american,
Yvonne,female,teresaallen@hotmail.com,11813605,Architecture,mexican,american,ethiopian,
Joseph,male,pateljames@gmail.com,64136236,Cultural,spanish,chinese,korean,
Matthew,male,melissa28@yahoo.com,15010047,Law Enforcement,italian,mexican,french,
Nancy,female,dbennett@gmail.com,76083124,Literatures,indian,russian,italian,
Gary,male,johnsonjohn@brewer-kent.info,24648675,Ethnic,mexican,italian,mediterranian,
Rhonda,female,salazarjessica@hotmail.com,53626580,Information Sciences,ethiopian,italian,american,
Mary,female,michaeljohnson@yahoo.com,51947018,Agriculture,mediterranian,american,korean,
James,male,alvinjones@parsons-saunders.com,78325190,Applied Sciences,russian,chinese,spanish,
Stephen,male,megan71@hotmail.com,67224597,Law Enforcement,chinese,indian,mexican,
Madison,female,haroldstone@yahoo.com,35316674,Architecture,italian,korean,chinese,
Patrick,male,hilljoshua@hotmail.com,61443706,Philosophy and Religious Studies,italian,mexican,japanese,
Ashley,female,lambertwilliam@gmail.com,49338126,Foreign Languages,indian,ethiopian,chinese,
Barry,male,daniellecarlson@hotmail.com,64262284,Law Enforcement,indian,italian,thai,
Felicia,female,ddean@yahoo.com,74116379,Law Enforcement,korean,mexican,italian,
Matthew,male,crystal43@hotmail.com,30158423,Architecture,french,indian,thai,
Paul,male,melissa87@hotmail.com,46481894,Ethnic,thai,american,mediterranian,
Mary,female,davidneal@blake.com,35136670,Foreign Languages,thai,indian,american,
Matthew,male,bryce87@gmail.com,83036743,Management,indian,korean,thai,
Heather,female,fvasquez@gmail.com,26765172,Business,french,indian,italian,
Alexander,male,knoxpeter@luna.org,27418242,Marketing,indian,mexican,mediterranian,
Joseph,male,hicksalyssa@haynes.biz,29132357,Foreign Languages,mediterranian,french,spanish,
Robert,male,ashley35@turner.com,30309987,Journalism,korean,chinese,american,
Heather,female,nicholasmeyer@schmitt.biz,66376419,Foreign Languages,french,ethiopian,mediterranian,
Angela,female,martha61@yahoo.com,17058834,Agriculture,thai,indian,mediterranian,
Andrea,female,stephanierios@white.com,64869576,Law Enforcement,ethiopian,spanish,korean,
Mark,male,medinanathan@hotmail.com,67151614,Cultural,chinese,korean,mediterranian,
Susan,female,vmatthews@stewart-davis.info,62612197,Management,mexican,mediterranian,american,
James,male,ashley08@yates.org,76313538,Literatures,mexican,mediterranian,russian,
Johnny,male,amberhamilton@gmail.com,99261944,Performing Arts,american,korean,japanese,
Jamie,female,maria46@shepherd-boyer.com,82521242,Performing Arts,italian,indian,spanish,
Tina,female,sanchezchase@williams.com,99813992,Applied Sciences,korean,mexican,mediterranian,
Elizabeth,female,escobartimothy@hotmail.com,82602412,Applied Sciences,mediterranian,french,indian,
Susan,female,nathanieleverett@wright.com,27289735,Marketing,mexican,american,thai,
Zachary,male,crawfordbryan@harris-mack.com,75232963,Agriculture,mediterranian,ethiopian,mexican,
Dylan,male,lisagarcia@yahoo.com,32502485,Psychology,japanese,ethiopian,italian,
Amy,female,charlesmiller@robertson.net,31031746,English Language and Literature,thai,japanese,ethiopian,
Brian,male,jeanettecampbell@williams.com,55308456,Biomedical Sciences,korean,thai,french,
Timothy,male,bucklaura@gmail.com,39355045,Agriculture,thai,mexican,mediterranian,
Steven,male,bknapp@hotmail.com,27695737,Communications Technologies,italian,spanish,japanese,
Lisa,female,bpalmer@garza.org,33459116,Psychology,indian,spanish,italian,
Scott,male,allencody@shaw-vega.com,20892082,Applied Sciences,american,mediterranian,japanese,
Joshua,male,ethornton@stephens.biz,83227523,Business,ethiopian,mexican,french,
Michele,female,sarah68@valdez-perez.com,18295291,Literatures,japanese,spanish,italian,
Audrey,female,bryantjames@stephens.org,63393692,Psychology,chinese,ethiopian,french,
Brenda,female,dennisatkinson@gmail.com,52532899,Marketing,mexican,chinese,korean,
Katherine,female,cwilson@gmail.com,78608630,Information Sciences,mediterranian,american,chinese,
Raymond,male,rpeterson@hotmail.com,14779959,Information Sciences,japanese,spanish,italian,
Amanda,female,zjohnston@cline.com,32860059,Journalism,russian,american,mexican,
Cassandra,female,browndanielle@kelley.com,54419966,Ethnic,french,russian,ethiopian,
Kathleen,female,laurabutler@hotmail.com,57281922,Journalism,russian,japanese,mediterranian,
Jennifer,female,hernandezrobert@gmail.com,92746247,Architecture,russian,american,ethiopian,
Julie,female,ymoses@hotmail.com,88671426,English Language and Literature,french,korean,mexican,
Lisa,female,jason09@kim.net,86369686,Journalism,spanish,american,thai,
James,male,crodriguez@gmail.com,77137299,Applied Sciences,japanese,thai,american,
Tammy,female,danny96@flores.com,84796688,Cultural,japanese,russian,ethiopian,
Michael,male,uhuang@ramirez-carter.info,77742937,Biomedical Sciences,spanish,french,thai,
Tyler,male,butlerantonio@yahoo.com,66352034,Law Enforcement,japanese,italian,mediterranian,
Dorothy,female,dennis14@hotmail.com,65987447,Communications Technologies,american,italian,spanish,
Barbara,female,rmorales@yahoo.com,50829343,Biomedical Sciences,italian,indian,chinese,
Timothy,male,lrodriguez@yahoo.com,12098625,Psychology,french,italian,mexican,
Jenny,female,nelsonjulie@gmail.com,56887680,Law Enforcement,japanese,mediterranian,korean,
Tracy,female,cookemichael@gmail.com,11788614,English Language and Literature,indian,thai,mediterranian,
Barbara,female,cmartinez@hotmail.com,59970592,Foreign Languages,mediterranian,chinese,spanish,
Megan,female,uconner@yahoo.com,49697289,Foreign Languages,american,spanish,mediterranian,
Craig,male,megan45@gmail.com,24990026,Business,indian,mexican,mediterranian,
Alexander,male,david37@hotmail.com,57335079,Agriculture,american,thai,french,
Sarah,female,charlespadilla@duncan.info,27365991,Ethnic,indian,french,italian,
Evan,male,hhoover@hunt.net,40621732,Psychology,indian,mediterranian,italian,
Michael,male,melissa26@gmail.com,30214731,Ethnic,american,mediterranian,chinese,
Tonya,female,austinchristopher@gmail.com,49454741,Information Sciences,ethiopian,russian,french,
Keith,male,gphillips@hotmail.com,37641850,Philosophy and Religious Studies,russian,mexican,mediterranian,
Nicole,female,bryantaudrey@thompson.com,60154815,Marketing,chinese,ethiopian,korean,
Steven,male,valenzueladerrick@hotmail.com,34519998,Cultural,indian,korean,mexican,
Michael,male,wstewart@hotmail.com,42609161,Applied Sciences,russian,mexican,japanese,
Lawrence,male,harteileen@yoder.com,76400977,English Language and Literature,russian,french,spanish,
Michelle,female,tom79@barnett-cook.com,40404135,Biomedical Sciences,mexican,italian,chinese,
Anthony,male,fbrown@yahoo.com,35872570,Architecture,korean,spanish,american,
Alan,male,xpadilla@may-nguyen.com,91341459,Agriculture,american,mediterranian,french,
Charles,male,charles58@mckay-griffin.com,79340269,English Language and Literature,american,italian,mexican,
Victoria,female,annaperez@cameron.com,89387040,Psychology,mediterranian,american,spanish,
Deborah,female,kmills@gmail.com,45620375,Philosophy and Religious Studies,mediterranian,american,italian,
Debra,female,lopezjill@malone.com,56010236,Agriculture,french,mediterranian,american,
Tami,female,lrice@hale.com,60241510,Biomedical Sciences,italian,mediterranian,spanish,
Nicholas,male,jessica04@gmail.com,34159210,Ethnic,thai,mexican,japanese,
Angela,female,tammytaylor@gmail.com,16102851,Biomedical Sciences,mexican,spanish,thai,
Melissa,female,michellesummers@vasquez.com,90427101,Law Enforcement,spanish,japanese,korean,
Jose,male,raymondmary@alexander.biz,97994143,Performing Arts,japanese,indian,french,
Sheila,female,randy99@alvarado-williams.com,50800433,Agriculture,korean,chinese,mexican,
Trevor,male,davidwilliamson@hotmail.com,27117601,Psychology,indian,french,italian,
Laura,female,acostakelly@warren.com,62214137,Psychology,chinese,ethiopian,indian,
Caroline,female,rachel42@odom-roberts.org,29047213,Journalism,indian,korean,spanish,
Randy,male,natasha30@williams.com,26026723,Literatures,mexican,thai,russian,
Willie,male,flynnmichael@yahoo.com,51401692,Business,mexican,french,russian,
Jennifer,female,xwalker@moore.com,85606686,Law Enforcement,ethiopian,italian,mexican,
Richard,male,brandon59@lane.com,16244556,Communications Technologies,mexican,mediterranian,french,
Christopher,male,hudsonbryan@jackson.com,17691222,Cultural,indian,spanish,korean,
Caitlin,female,adouglas@martin-salas.info,15754588,Journalism,american,spanish,mediterranian,
Paul,male,connie58@hotmail.com,97235133,English Language and Literature,indian,french,american,
Joshua,male,adiaz@barker.com,98606642,Psychology,japanese,ethiopian,indian,
Jessica,female,bmartin@gmail.com,86354878,Foreign Languages,ethiopian,indian,mediterranian,
Brandon,male,torresheather@hotmail.com,24874403,Performing Arts,japanese,spanish,chinese,
Angela,female,gordonmichelle@sanders.biz,24549986,English Language and Literature,thai,ethiopian,japanese,
Jessica,female,cody09@chung-boone.net,67066987,Ethnic,russian,indian,french,
Eric,male,oblair@hotmail.com,79431865,Business,russian,spanish,ethiopian,
